text,label
"""geluzmady mulakatbekliyor"" şubatta en az 40 bin iibf atması istiyoruz ..hadi bakalım",0
ferihayla aynı yaşta olmamız beni fazlasıyla üzüyor zavallı kız neler çektin bu yaşta,0
o zaman gerçekleri görmek için kör olmak lazım çünkü yeterince olgunsun quaresma beşiktaş efsanesidir en sevilen sevdiğimiz oyuncuların başında gelir ama artık olmuyor dönem koşan hızlı kanatların dönemi hamle oyuncusu olmalı artık yada gitmeli,0
sevgilimin evinde kahve bitmiş iki gündür kahve içemiyorum deliricem,0
bir insan nasıl ve neden mahalleden atılır ki,0
fenerbahçe nin tek kurtuluş yolu; aziz yıldırım hangi hocaya gittiyse 1 fazlasını vermektir.,1
"herkesin gitmek istediği ve yanında olmak istediği birileri var.gecenin dördü,sabahın körü,hatta cehennemin dibi olsa bile.",0
bu mujdeye kilitlendik hep birlikte,0
eyvallah kardeşim allah razı olsun,0
"insanlar için "" yaratılmış "" bir yaşam alanıdır! ve le oluşmamıştır, evrime ve tesadüfe zemin oluşturmak için yalanı uydurulmuştur !!! küre dünya modelinde okyanuslar sözde bükülmektedir, su bükülemez!",0
al bendende okadar müdür unutulduk galiba,0
sohbetlerini ne özledim bir bilsen kerwam. mezopotamyanın asi çocuğu.,0
güneş yükselen ay burcum üçü de listede ben köprüye çıkıyorum,0
"“bir gün gelir, dünyanın bir yerinde yıllarca senin haberin olmadan yaşamış birine, bütün hayatını anlatmak istersin!” murathan mungan",0
sadece misafirliğe gelen misafirler ama konuyu siyasete getirip tartışma çıkaran ev sahibi... şu hayattan kopmamı çok az şey sağlayabilir,0
allah kahretsin bu filmi. yasaklı filmler diye merak edip izlemiştim,1
allahım sabah sabah öyle birinin mesajıyla uyandım ki ilk yarım saat telefonu açamadım sevgi mi nefret mi valla artık bende emin değilim,0
"iyi oldu. galatasaray bağırırken ali koç la fiko, 15 kulübü de alıp tff başkanıyla hakemleri konu alan romantik film çeviriyorlardı.",0
günaydın arkadaşlar sizde uyandığınıza pişman mısınız ?,0
"ya o günden beri allah belanızı veriyor... hata yaptık deyip tövbe edeceğinize, hâlâ şenol güneş’i konuşuyorsunuz... dua edin rakibiniz akhisar’ı yendik de, bu hafta rahatsınız... düşme potasının üstüne çıktınız diye bir özgüven geldi bakıyorum...",1
mesele dalağı yaşatmak değil de dalak aracılığıyla bi insan canı kurtarmak olabilir mi celalcim? bi de böyle mi düşünsen?,0
"gözler, güzel baktığı için güzeldir.",0
güncel'de bugün ilk bölümde genel başkanı ile kamu emekçilerinin ve hizmet kolunun sorunlarını konuşacağız. kanal b 16:00,0
bütün servis hep bir ağızdan söylerdik öyle bir şarkıydı...,0
"kaldı ki bana falih rıfkı'nın çankaya' sı ile ipek çalışlar'ın kitabı yetti. hele ki tikicanların story'lerinde görünce iyice tiksindim. ama potansiyel alıcılardan da degilsin, degiliz. nedir bu şiddet bu celal brokoli?",1
"bu olmazzzz. esmer , kirli sakalli, varsa küpeli gönder",0
yakiskli tatlı pasifler varmi.erkeksi tercihimdir.felminen uymaz.arkadas dost patner arıyorum. uzun sürelide olur.semt ayazaga yaş 30.tipim iyidir.yarismaci arkadaşlara başarılar diliyorum,1
olan biteni geniş ve genel haliyle anlatan güzel bir yazı,0
ancak gerçek loserlar böyle bir kahvaltı yapar ablacım bilmemen doğal:) ısmarlarım tabi ki :),1
"""sosyal medya, amerika’nın ve dünyanın başlıca haber kaynaklarından biri. buna rağmen kullanıcılar hala komplo teorileri, tık tuzakları, kurgulanmış haber metinleri, sözdebilim ve siyasi propaganda gibi doğruluğu şüpheli içeriklere maruz kalıyor."" (yazıdan alıntı)",0
iki ses de o kadar rahatlatıcı ki..bana yolculuk yapma isteği verdiniz,0
kurban olduğum söylr bak çıvdıvıyovum burda,0
40 bin öğretmen ataması için duyuru bekliyoruz.,0
ne kadar seviyesiz bi insansın sen. sanki bts videoları çok az izleniyor da bunları söylemeye hakkin varmış gibi geri zekalı varlık. kızlara hakaret etmicem ben çünkü senin kadar düşmedim...,1
yüzünden tanımam amını gormem lazım,1
sevin kendinizi gerisi sevilecek gibi değil,0
hala bir beklenti içinde oluşum bitiriyor belki de beni,0
fazlasını hak ediyor aslan parçası.,0
erkekler de 28'den sonra değişiyor. 28'den sonra sığır gibi amaçsız yaşayan erkeği zaten at çöpe...,1
aşlah bu kızların cezasını versin yaa evlencen orospu o adamla ne diye eziyet edion,1
biri gelip şu evi temizlese çok makbule geçer,0
"bunu zaman zaman anlatırım yine anlatayım ama bu son:) zamanında bir joan miro resmi aldım çerçeveletmek için bıraktım. ertesi gün gittim adam çerçeve yapmış paketlemiş. eve geldim resmi açtım, tersi neresi düzü neresi bilemediğinden askı aparatını resmin alt tarafına çakmış!",0
bir müzik türü insanların çoğunluna hitap ediyor diye orta zekalıya hitap ediyor demek yanlış bence. aynı mantıkla klasik müzik dinleyen 140+ ıq diyelim o zaman. kendi sevdiğimiz şeyi yüceltebilmek amacıyla sevmediğimiz şeyi aşağılamak mantıksız kısacası.,0
"böyle diyerek farkında olarak ya da olmayarak allah'a baş kaldırıyorsun. insanları allah yolundan alıkoymaya çalışıyorsunuz. örtünmeyip kendi günahın yetmeyip ayreten başka insanların günaha girmesine sebep oluyorsunuz. allah sana ayreten türban tak demiyor, tesettüre bürün diyor",1
bu anonim hesapların her şeye bir cevabı var.,0
-bohemian rhapsody ödülü kapacak fakat roma muhteşem bir film. bir süpriz yapıpı greenbook da olabilir.,0
türkiye’den çıkmış çok güzel bir proje. tebrikler,0
"sinirlendiğimde inanılmaz sivri dilli olduğumdan extreme düzeyde sabrede sabrede her şeyi herkesin yanına bırakan bi insan oldum, böylece kimse bi şeye kırıldığımı fark edemiyo. insan üzmicem diye kendi kendimi loopa aldım pörr fekt",0
belki bir gün biz de konsere gideriz.,0
bu son vıraj... chp/iyı partı/sp ysk'nin bu secimdeki hilelerini duzeltmesi icin son kez ikaz etmeli parmak boyası tedbirinde diretmeli olmazsa tum muhalefeti secime katilmamaya cagirmali milleti bu vebale ortak edip seçimi mesrulastirmamalı.,0
"""yok""ları sıralamışken aslında ysk olmadığı gibi başkanıda yok zaten bu ülkede adalet de yok deseymiş.",0
hocam onlar tek kelime etmezler yani bunu onayliyorlar zaten,0
neden hiç şen kahkahalar atamıyorum? gençliğimin baharında yanlışlıkla yaprak dökümü fikret oldum galiba,0
"atamasırası tarımormanda ""tarladan sofraya"" zincirinin en önemli halkalarından biri gıda mühendisleridir. ne kadar önemli bir meslek grubu olduğumuzun bilincine artık varılmalıdır. 2",0
tırnağım kırıldı aynı iş yerinde bi arkadaşıma benziyor bakıp bakıp gülüyorum bi insan kırık tırnağa nasıl benzer ya,0
zihnimizi sadece kendimiz özgür bırakabiliriz,0
hı hı evet inek değilsiniz siz. sadece 15 tatilde 15 soru bankası bitirmek gibi küçük hedefleri olan sıradan öğrencilersiniz.,0
diziyi izleyemiyordum bu akşam ilyas’ın ölmesi üzerdi diziyi bırakırdım o kadar yani tşkler,0
whatsappıda sikiyim çökmesinide amk bir deli kuyuya işiyor 40 akıllıda ondan içiyor şii nasıl ama ben buldum bunu,1
bi adiyim bi aşık yani sevgi hesaplanamaz,0
"adli sosyal hizmet; çocuk ve yetişkin faillerle ve suçların mağdurları ile çalışan politika, uygulama, yasalar ve cezalar ile ilgilenen bir alandır.",0
küçükken yiğenimin bana hala demesinden utanırdım çünkü sadece aramızda 8 yaş vardı halalar benim gözümde yaşlıydı şimdi halacım diyince bana yaptıramayacağı şey yok zalımsın dünya zalım....,0
foto atınca takipçi gelince me...,0
needeenn neden birine aşık olamıyorum rabbimsu hayır daha ne kadar zorlayabilirim kendimii,0
bir şey olduğunda şarkı dinlerken onu bile duymamak... bu hale getirenler utansın!,0
yaşım gereği yapmam gereken bazı aptallıklar var. onları yerine getiriyorum.,0
evet çünkü kabak gibi gözükenlerş tanımayıp çarşafa girmiş bambami tanıfın teprikler,0
bu geceyi armağan ediyorum sana..,0
petala’yı peyote okuyanları bi görelim hele,0
"açığa vurduğumuz duygularımız sadece yalandan ibaret, asıl gerçek kalbimizde saklı.",0
"hastasıyız bu kolaj sanatının bazen çok iyi şeyler görüyorum, ben de başlayacağım bir ara ama ner ara bakalım yaratıcılık lazım",0
twitter grup arkadaşlığı diye bişey var allah herkesin başına versin,0
fotoğraftan neyle alâkası varmış gibi duruyor?,0
sen ahlaksiz bir adamsın. kim bilir kaç gerillanın kaç mahsun kurdun kaninin akmasinda parmağın vardır.,1
"sonumuz kötü ama başta eğlendik, gerisi önemli değil",0
yıllarca güya galatadaraylı hıncal yerden ywre vurdu yıllarca a.yılfırım zamanı asılsız aşağılayıcı fitne ve fesat kokan güya haberler habercilik adı altında yapıldı bize acaba bizim yerimizde olsaydınız ne yapardınız,1
insanlar önce tutunmana izin vermedi sonra niye düştün diye kızdılar,0
"tüm sevdamı bir kişi için harcadım ben. iyi niyeti mi, güvenimi, kalbimi , herşeyimi bir kişi uğruna kaybettim ben.",0
"hata yapıyorum, çünkü kuduruşunuz hoşuma gidiyor.",1
konut fiyatlarının artmaması da reelde düşmesi demektir ayrıca. 3 yıl önce 300 bin tl'ye sattığınız konutu bu yıl da 300 bin tl'ye satıyorsanız ciddi zarar ediyorsunuzdur. çünkü hem tüfe hem üfe ciddi oranda arttı. yani fiyatı sabit kalan konut ciddi anlamda ucuzlamıştır.,0
"‘gecenin bu vaktinde,aklıma eski bir fotoğraftaymışsın da yüzün bana dönük değilmiş gibi geliyorsun.bütün şehri uyuttun, bütün ışıklar kapalı, kediler bile sokaklarına çekildi ama kendi masalını birtek kendine dinletememişsin.gözlerin gecenin bu vaktinde kurduğun düşlere açık...’",0
çocukken öğrenmek lazım bunları. yaz tatillerinde laiklik kurslarına gitmiş olsaydın şimdi o leblebileri iki gözün kapalı bile yakalardın.,1
cafer amcamın oğlu sibel abim gelmiş,0
çalışıyım diye sabah erken kalkıp dükkana geldim ufonun yanına oturdum tivit favlıyorum çünkü hava soğuk,0
"umut verip bırakmak oldu mu? söyle, oldu mu?",0
şişko kedileri çok seviyorum keşke şişko kedi olsam,0
elhamdülillah alnımız ak.. sizinde dediginiz gibi hocam şaka gibi insan inanamıyor suçla uzaktan yakında alakası olmayacak insanların suçlu gösterilerek mahkeme edildiğine. bir kez daha suçsuz olduğumuzu anlatmak zorunda kaldık. ıns bu son olur.,0
"gülmeden geçen gün, kaybedilmiş bir gündür demişler... gülümseyin hayata...",0
hayat güzel olsa bu kadar soğuk olmazdı.,0
fbı gibi araştırdım bulamadım ya hiç böyle olmazdı.,0
zyahaahahshshdhs bu aq sitesinde hoca için block yemediğim hesap kalmadı benim de :(,1
abdürrahim albayrak milyonlarca galatasaray taraftarıyla dalga geçiyor o açıklamaların başka bir açıklaması olamaz.,0
yaw futbolcu ve klübü ile anlaştık diyor nerde o zaman kap kağnı hızı ile mi oluyo bu transfer ya,0
hayatım boyunca örnek aldığım hayranlik beslediğim adamlardan biri olan yılmaz ozdil'in boyle birşey yapmış olmasını aklım mantığım almıyor. kesin altinda baska bir sey vardir demekten kendimi alıkoyamıyorum. amaaaaaaaa amasi var iste ne de güzel tercüman olmuş bize gürgen öz ..,0
"bir kadın makyajsız güzelse, gerçekten güzeldir..",0
bunları söylemek için 2 gün beklemenize gerek yoktu amk artık masaya vurun elinizi yeter,1
mezun olunca ingiliz filoloğu oluyor ünvanım ‍,0
ayrıca yusuf pozisyon sonrası si.tir git dedi sarı kart gördü.cünetr çakır=eyyam,1
rabbim gönlündeki muradı versin sen yanında olda dert üstüste gelsin,0
bak arkadaş videonu tekrar seyret orada ki kitapların çoğu 30tl'ye satılan kitap. bir kitabın atatürk isminin kullanılıp özel basımla basılması eleştirilebilir. madem atatürkçüsün nutuk'u özel basım hazırlatıp o fiyata sat gelirini bağışla diyebilirsin ama,0
"derin dondurucuda olacak iki tane bende yapcam,uzaktır oralar gelemem",0
ben üzülmem sadece kendime sinirlenirim,0
şeriat düzeni ilkel değil sen ne anlarsın islamyetten çok şükür senin de adam edileceğin gün gelecek,1
yuhhh yine aslılardayım acilen birinin kızım başka işin yok mu seninnn diyerek beni şamarlaması lazım,0
benim oğlumun sesi çok güzel gerçekten minicik kafayı yedim gözüm doldu işte,0
atanamayan değil !!! yüksek puanı olan ve ataması yapılmayan sağlıkçıları duyun artık !!!,0
konu dram olacak gibi hadi bakalım,0
amdin transfer tanıtımı falan yok mu akışta yoksa oyalama bizi,0
kedi osuruğunu tecrübe edene kadar hayatın güzel olduğu hakkında fikirlerim mevcuttu,1
babacar. sassoulo. çöp bu adam kimseyi getiremediler 10 sezonda 11 gol atmış adamı getirecekler,1
çok minik değillermi ama ya baya baya minik duruyolar bunların böyle sahneye çıkıp ateş ediceklerini düşünemiyoruumm,0
bugünkü çağla ile yeni bir gün çok doyumluydu.sorular çok bilinçliydi.teşekkürler.,0
ay bu ne hız bebeto sırayla hepsi atacak mı acaba?,0
bilemedim özür dilerim şimdi takip etdim.,0
"kitaplarda altını çizdiğimiz cümleler,gerçekte üstünü çizemediğimiz insanları anlatır.",0
yeşilçam emekçilerini çok severimde gülüşü güzel kadın ismini öyle okuyunca gözlerimdeki yası tutamadım..,0
elim yüzüm düzgün olsa güzel kızım aslında,0
"ya 5 yıl ne hızlı geçtii. jimin iyiki varsın, kendini bu 5 yıl için çok geliştirdin. ıyiki hayatımızdasın, iyiki bts'lesin vee herşey için teşekkür ederim.",0
"burda milyonlarca insani icinde barindiran bir olusumdan bahsediyoruz.hatalar yanlislar var.isteriz ki duzelsin.bu toplumum genelinin sikintisi.arkadasini ise gonderiyorsun,arkandan sana yanlis yapiyor,seni mahcup ediyor.olagan bir durum.insallah iyi olur",0
üç çeşit insan vardır birincisi ekmek gibidir her gün ararsın ikincisi ilaç gibidir lazım olduğunda ararsın üçüncüsü mikrop gibidir o gelir seni bulur ben üçüncüyüm galiba,0
karacabeydeki ülkenin en büyük ıhlamur ormanını da kesmeye karar vermişler. ileride gramı 8 tl olur.,0
üst oynuyorsun alt bitiriyor 1.5 üstü diyorsun 1 gol oluyor nasıl iş anlamadım admin :),0
hani böle şey olunca deriz bana değil butona basıp söleyin eevvvveett,0
organ yetmezliği nedeni ile tedavi gördüğünden sürekli taze kana ihtiyaç duyulmaktadır... bakırköy dr sadi konuk devlet hastanesi yoğun bakım ünitesi' nde yatan cevad yalçın için acil ab rh (+) kan ihtiyacı vardır. 0317 147 1251,0
"6 yıl çalışan sözleşmeli için:1 yıl önce atansam kadroluydum bir yıl sonra sözleşmeli , 4 yıl sonra aynı işi yaptığım tek farkı benden önce atanan oda arkadaşım amirim olacak neden görevde yükselme hakkım yok adalet bu mu",0
hocam bizde sizin bi takipçiniz olarak kaç gündür kod bekliyoruz,0
"hahahaha, sarcasm veya dark humor diye tanımlayalım, ıq lazım biraz ona ne yazık ki. kaliteli espiriler demek ki, düşündüren tipten gulmeden once",1
"sözleşmelilerle kadroluların yaptıkları iş aynı ama, sözleşmelilerin tayin hakkı yok aile bütünlüğü yok görevde yükselme yok vergi kesintisinde adalet yok ama sesimizi duyan yok..! bu yüzden!!! kadro şart.",0
yılmaz özdil ile dalga geçtiğinizi zannettiniz aslında ona hayatının en büyük reklamını yaptınız. siz olmasaydınız belki de o kitap hiç satılamayacaktı. ama 4 saat gibi inanılmaz bir sürede tamamını sattı. etki tepki meselesi. kabul edin siz kaybettiniz o kazandı.,0
sana söz boncuk avluhasreti sonaeriyor,0
"diyorsunuz da,adamlar kalan sürede ne yapıp,ne edip 1-2 forvet alacaklardır.öyle mi,öyleyse transfer de yok,bırakıyoruz deseler ne olacak?şampiyonluk gidecek.31 ocağa kadar sabredin.",0
"kutlu gün bugündür,günümüz hayrolsun",0
sarbah fandom destek avluhasreti sonaeriyor,0
umarım öyledir șeref meselesinde avukat rolü pek bi yakışmıştı,0
bana sinemaya gidecek bir arkadaş lazım gibi bir arkadaş.,0
abi deme şunu deme rüyamda şu adamları görmek istemiyorum artık,0
gerçekten dönmeyecek miyiz hocam yaa:(,0
nasıl olsa uzakta değilim diye rahatca but e kalabiliyorsun,0
en sevdiğim renk turuncu en sevdiğim renk portakallı ???,0
chp'de sular durulmuyor iyice bulaşık suyuna döndüler chp den istifa eden makam için chp ye geçen derken iyice karıştı ortalık. seçimden sonra mansur yavaşın' da istifa edileceği konuşuluyor.. chp'den kazan kaynıyor!,1
doğru söyleyin morata'yı göndereceksiniz değil mi :(,0
"hayat sana güzel bir yaşam vermez inan bana, iyi bir hayat istiyorsan çal onu çocuk",0
sen bu işi biliyorsun dostum.........,0
"bu sıcak su torbalarının soğumayanı tahmini ne zaman bulunur, ben bıktım da artık",0
"ben yarın ki leveli atlatamaya veya levelin ortasında bayılabilirim , al tanrım aklımı ki zaten bende değil",0
büte kalmadık şükür ama bu dc ler içimi alev yerine dönüştürdü. nolcek böyle keşke çana almasaydınız beni,0
sıfır bir değer değildir.. bir sayı bile değildir anca başka bir sayının yanına gelince değer yaratır ... tıpkı sevgi gibi... sevginin de tek basına bir değeri yoktur ille birileri olmalı ...,0
yarın bütüne gireceğim sınavdan hocanın notu değiştirip geçirdiğini yeni farkettim ama çalıştığım zamana üzülüyorum işte bende böyle bir bardağın boş tarafı sevicisiyim,0
tamam kanka saate bakmadın biliyorum,0
"""az laf, çok iş"" herkese hayırlı işler, bol kazançlar..",0
"sabah sabah hergün beslediğim kedinin kuyrugunun kesildiğini gördüm allah belasını versin bunu yapanın net,benimde diğer dünyada iki elim yakasında",1
ve muhalefet kazanamayacağını anladı pes etti çekildi diyecekler. rakibimiz yok diyecekler. bu onları daha güçlü kılacak.,0
seçilmiş kimse desek bizden darbe sadece köpeklerin ve alçakların yaptığı iştir,1
büşram otur yerine dedim sana büşram,0
"yarın bizi beraber görenler ""kimdi o yanındaki"" diye sorarlarsa beni detaylı anlatma!!! kısaca; ""ömrümün geri kalanı"" dersin....",0
"""biz mahkemelerin de üstündeyiz! yetkiyi tc'den değil den aldık "" iç hukuk yolu olmayan bir yapıyı hükümete lütfetti! siz yanlış yerde çözüm arıyorsunuz! yoksa aramış gibi mi yapıyorsunuz? aihm hukuk dışı""ohal komisyon""kararını iptal etmediği sürece bu zulümler devam eder!",0
o gün göz göze gelmeseydik belkide bu gün solmazdı sevğimiz. t.k,0
başkalarının hayatından ders alın. insan bütün hataları kendi yapacak kadar uzun yaşamıyor. tolstoy,0
keşke o trene beraber binsek çocuk..,0
"3. sonuç olarak modern fonetiğin bu bulguları şu anlama geliyor: ister yüksek tonda olsun, ister düşük tonda olsun kadınların sesleri, ses tellerinin titreşim hızlarına bağlı olarak erkeklerinden daha çok çıkar ve bunun cinsiyet ayrımıyla ilgisi yoktur.",0
halk a ezilenlere namusuyla hayatı yenmeye çalışanlara yerel zulüm iktidar ve muhalefetin asli götevi dir bu ülkede,0
hayrabolu yolu harbiden allah affetsin ama çok kötüymüşsün,0
justin'in bitiş partisi diye kendi idollerini tanıtip onları stanleyin diyolar ögk,1
"sanat camiasında değerlerimiz bir bir kayboluyor. yalama takımı kendine yer açıyor. gerçek sanatçısı sanatı, edebiyatı olmayan toplum, makası kırık ford kamyonu gibidir.",0
şimdi biter mi bu yol,0
alttaki baremden istediğin şekilde ileri sardırabilirsin.,0
yeni gördüm akbil ne yapmış,0
"şu son on yılda adeta1 tarihin dönüm noktasına canlı şahitlik ediyoruz&kanaatim odur ki yaşanan bunca olumsuzluk ve sinir bozucu şeylere rağmen kazanclı çıkacağız,milletimizin en büyuk kazancı; her olayda ak ve kara daha net birbirinden ayrılması aralarındaki çizginin netlesmesi.",0
"hayır tabii ki, ben bir ilke, bir duruş olarak var olan sıkıntılara gözünü yumup bir güç odağına tutunmanın problematik olduğunu söylüyorum. birçok insan siyasi rant için katılmadı adalet yürüyüşüne aynı bu yaklaşım yüzünden istemeden kk'nin stratejisine ortak oldular",0
hatun kelimesi güzel ondan duyunca daha güzeelll,0
yalakalık yapıyor.ama muhatap bile alınmıyor ama bit ümitle belki saray cennetetinden yararlanmak için omura seviye sıfır,1
twitter'da sponsorlu bu. sanırım illegal? bilginize.,0
sürekli kulaklarımda yankılanan cümle : bu üzülmelik değil kızmalık bir şey,0
sağ ve sol elim de yeterince benziyor birbirine ancak bu benzerlikle ilgili söylediklerim ellerimi daha el kılmıyor.,0
bak ben yüzsüz bi insanım zeykad’a böyle sahnelerden daha çok isterim ona göre,0
gözünden yaş da gelebikirdi vsbdnf,0
ölmek isteyecek kadar çaresiz fakat intihar edemeyecek kadar korkak,0
"ben bir acayip oldum gözüm kimseyi görmüyor, kimsenin kapımı çalmasını istemiyorum.",0
"terbiyesiz pislik! küfrünü sana aynısı ile iade etmiyor, üzerime de alınmıyorum. muhatabım değilsin. alındığına göre belli ki kendi kendine kaşınıyorsun! diktatöre karşı isen darbeci alçaklara kuyrukçuluk yapmayacaksın.",1
hocam verirse ekime vermezlerse sikime kadar yolları var kendeleri bilir gelmeme ve gsyi yolma ihtimali beni gelmesinden daha çok mutlu eder,1
tükürülesi suratlara karşı bahar çiçekleri gibiler...onlara uğurlar bize de yazıklar götümüze kazıklar olsun...,1
"biraz önce yiğenim (6) taenin fotoğrafını gördü ve dedi ki: ""bu kim, prens gibi""",0
"aslın tehlikenin emperyalizm olduğunu kavrayan solcu emperyalizme karşı direnen her kuvvetle burun kıvırmadan ,geçmişe takılmadan birleşmeye hazır olandır. emperyalizm diye bir derdi olmayanlar taksimin sidikli sokaklarında biralarını içerek solculuk oynayanlardır",1
evet evet! öde öde hala 10 bine yakın borcum var bir guzellik yap bize,0
"herkes ne kadar kırdıysa o kadar kırılsın,ne kadar üzdüyse o kadar üzülsün,ne kadar yarım bıraktıysa o kadar yarım kalsın. benim isteğim bu.",0
adana mola tesisindeyim duyrulur sonra yazmayın nezaman gelecen diye,0
15 kaptan için züldem ve züleyha ve demir ve muratünalmış,0
öyle bi baktın ki beni benden aldın,0
çorbayı arka üstü yatarak ağzına huni takmak suretiyle içerdi ki biri gelip şakırttadanak çorbayı huniye boşaltır o da taam iderdi!,0
"moses, mehmet topal ve slimaniyi gördükten sonra “ben bu beyinsizlerle mi oynicam” demiştir.",1
çünkü o da biliyor anlattıklarının yalan olduğunu,1
kuzenlerle oturuyoruz herkes sırayla en sevdiği bilal göregen şarkısını açıyo.(şakasız),0
ne biliyim sen öyle şaapınca,0
şu slimaniyi izlerken tüylerim diken diken oluyor⁉,0
türk akımı derken rusya'nın avrupa'ya petrol göndermek için yapılan proje,0
bu tiviki kedi patisiyle 5 dk içinde yazdım,0
tamam slimani kazma ama adamada merkezden servis yapan adam yok sürekli geri geliyor topu alıyor sonra tek kalıyor. acil 10 numara lazım,0
"düşündüm de her yılım birbirinden farklı geçiyor, galiba hayat namına yaşamak namına bir şeyleri doğru yapıyorum",0
bebinki uyansa bile devam ediyor valla dizi gibi bir şey çekiyoruz rüya da .,0
biz taraftar olarak eski beşiktaşı özledik,0
"dün ankara'ya gittim bugün eve tekrar geldim, kardeşim(13) ablacım nerdeyin dün seni pek göremedim diyor",0
atlatamam arkadaşlar ben azra’nın gururlu bakışlarını atlatamam,0
fenerbahçe’yi bitirmek için gelen ajanlar olduğunuzu düşünüyorum,1
ne günah işledinde bunlar başına geldi fener,0
rakiplerimin öne geçmesine izin verecek kadar delikanlıyım,0
ümraniyeye lige çıkarsalar bari yoksa fenerin isi seneye ciddi zor gozukuyo,0
keşke fenerin ligde kalıp kalmama durumu son maça kalsa,0
"sizin defoe beyefendinin sorusuna cevabınız var mı? seçenekleri ben sıralayayım isterseniz: rant, çıkar ilişkisi, zeka geriliği sizce başka seçenek var mı?",0
yapma yapma vasata alışmayin sen fenerbahçesin benzia kim ne golü var ne asisti var oyunu bile açamıyor bu gözler emre belözoğlu izlemiş aurelio izlemiş meireles izlemiş ya,0
hem çok komik hem de çok üzücü kdkxskx gülüyorum sonra gözlerim çıkana kadar ağladığım sahneler geliyor aklıma çok aradayım dkdksk,0
sakın tek bir yalan daha söyleme,0
"birazda magazinsel takıl kime ne, ona ne bana ne...",0
"fonda şey çalıyor “hatırlıyorum bi bahardı sana geldiğim yollar diken diken batardı, yalan mı? “",0
umutsuz ve mutsuzuz bu hep böyle devam ediyor,0
“eski filmler aile olmayı öğretirlerdi. şimdiki filmler nasıl ayrı yaşanır onu öğretiyor.”,0
"""fakat mümtaz sen yine de bu hikayeyi yaz,"" dediği an efsanedir.",0
bu çocuk büyütmek ne zor ya ağlama diyorum ağlıyor,0
tam olarak neyi bekliyorlar o zaman. ?,0
"bu profile öyle güzel kareler gelecek kiii,sadece minicik bir şansın bize dokunmasına ihtiyacımız var",0
sabaha sıcak sıcak çıkar alırız,0
neden olmasın takip cikartilmiyo mu bu organ,0
"ne diyor frank underwood: dünyada herşey seksle ilgilidir. seksin kendisi hariç. o güçle ilgilidir. güç olunca kırbaç aklına gelir. sıradan, fakir birininse tek bir kırbacı vardır. o da penisi.",0
biri haberim olmadan telefonumdan pubg yi silsin lütfen artık dayanamıyorum lütfeeenn,0
cem yılmaz bir başka kardeşim,0
"dünyanında bir anlamı kalmıyor. dünyads milyar dolarlatın olsa ne olur sonu var. ahiretde yok. paparazi, magazin derdide yok. dünyadan katlarca büyük yerde sevmediğin bir şey,",0
valla durumunuza biraz daha bakarsam daha çok tweet atarım o yüzden bakmıyorum saygılar sevgiler ahajjakqka,0
ya rabbi tüm zalimleri sana havale ettik kahreyle mazlumlara nusret nasib eyle acilen ferec ve mahreç ikram eyle biz az ve gayet aciz kullarız tut elimizden zalimlere ezdirme tüm masumları en yakın bir ikramın ile sevindir el aman el aman ya rahman ya rahim ya kahhar âmin.,0
kimse de demiyor eğrelti otu 500 kromozomlu,0
once isicem sonra yemek yiyip uyucam cok guzel,0
keşke diğer açtıkları tagla devam etselerdi,0
"bir başka çağdan kalma adetlerinizde, alışkanlıklarınızda direnirseniz, cüzamlılar, paryalar gibi tek başınıza kala kalırsınız! atatürk",0
"günaydın, iyi sabahlar, hayırlı cumalar, aynı zamanda da iyi günler.. bu kadar lafın üstüne gününüz kötü geçerse sizin sorununuz.",0
"okumaya başladıktan sonra her hafta üç dört kitap aldırıyormuşum, annemler bıkmış kitap almaktan hala durum aynı çok fazla kitap okuyorum, okumayı seviyorum. en yakın zamanda kitap sponsoru bulmanız ümidiyle maşaallah",0
bunu o bile hayal edemezdi durum o kadar vahim,0
zaten maduro da seçimlerde hile yaparak iktidar olmuş! hileyle iktidar olmak sanırım muaviyeden beri size demokrasi gibi geliyor!,1
yahu giydikleri taça bak ayrica doğu'da taç giyme töreni mi var nerede var? osmanlı'da egilip kutsanarak taç mı giyiyorlar onu diyorum,0
alparslanhocam hoşgeldin iste böyle hak olan allah'dır.,0
jennie ve kai ayrılmış. ne olursa olsun kızımın mutlu olmasını istiyorum.,0
bugün gerçekten hayırlı cumalar akıyo akıyo maşallah,0
ne oldu birader konuşuyorduk hemen çözmüşün beni teşhis i koymuşsun kendi kafan da neyse tmm sen nasıl biliyorsan daha konuşmaya gerek yok,1
gözlerine mil çekilmiş halklar yürürken tarihin patikalarında oğulları kıyılmış anaların isyanını yaktılar sokaklarında bir dilenci gördüm şehrin kolları bacakları kopmuş alınmış satılmış yağmalanmış hırsız bir yürek dolaşır karlı gecede sokak itlerinden aç,0
bu nasıl bir yüz ifadesi,0
"bakın aradığınızda ""aradığınız kişi başka biriyle görüşüyor"" diyorsa kapatın amına kodomun telefonunu. çağrın düşüyor zaten 5 dakika sabret geri dönüş yaparım. sürekli arkada dıt dıt dıt diye çaldırtma şu soktoğumun telofonunu.",1
istifa diyen terbiyesizlik yapan bütün hesaplar bi gidin .! saygısızlık etmeyin .,0
agızının içi yalan dolu zbshvx,1
